Pic Link,Dex Number,Name,Type 1,Type 2,Mega,Form,Evolves,Hp,Attack,Defense,Sp. Attk,Sp. Def,Speed,Weaknesses,,,,,,
https://cdn.bulbagarden.net/upload/thumb/d/d8/285Shroomish.png/250px-285Shroomish.png,285,Shroomish,Grass,$,$,$,23,60,40,60,40,60,35,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/d/de/286Breloom.png/250px-286Breloom.png,286,Breloom,Grass,Fighting,$,$,,60,130,80,60,60,70,Flying,Poison,Fire,Psychic,Ice,Fairy,
https://cdn.bulbagarden.net/upload/thumb/d/d2/287Slakoth.png/250px-287Slakoth.png,287,Slakoth,Normal,$,$,$,18,60,60,60,35,35,30,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/6/61/288Vigoroth.png/250px-288Vigoroth.png,288,Vigoroth,Normal,$,$,$,36,80,80,80,55,55,90,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/7/71/289Slaking.png/250px-289Slaking.png,289,Slaking,Normal,$,$,$,,150,160,100,95,65,100,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/9/90/290Nincada.png/250px-290Nincada.png,290,Nincada,Bug,Ground,$,$,20,31,45,90,30,30,40,Flying,Fire,Water,Ice,,,
https://cdn.bulbagarden.net/upload/thumb/7/76/291Ninjask.png/250px-291Ninjask.png,291,Ninjask,Bug,Flying,$,$,,61,90,45,50,50,160,Flying,Rock,Fire,Electric,Ice,,
https://cdn.bulbagarden.net/upload/thumb/5/59/292Shedinja.png/250px-292Shedinja.png,292,Shedinja,Bug,Ghost,$,$,Have Extra Party Slot When Nincada Evolves,1,90,45,30,30,40,Flying,Rock,Ghost,Fire,Dark,,
https://cdn.bulbagarden.net/upload/thumb/6/6c/293Whismur.png/250px-293Whismur.png,293,Whismur,Normal,$,$,$,20,64,51,23,51,23,28,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/1/12/294Loudred.png/250px-294Loudred.png,294,Loudred,Normal,$,$,$,40,84,71,43,71,43,48,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/1/12/295Exploud.png/250px-295Exploud.png,295,Exploud,Normal,$,$,$,,104,91,63,91,73,68,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/b/b6/296Makuhita.png/250px-296Makuhita.png,296,Makuhita,Fighting,$,$,$,24,72,60,30,20,30,25,Flying,Psychic,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/6/6f/297Hariyama.png/250px-297Hariyama.png,297,Hariyama,Fighting,$,$,$,,144,120,60,40,60,50,Flying,Psychic,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/a/ac/298Azurill.png/250px-298Azurill.png,298,Azurill,Normal,Fairy,$,$,Friendship,50,20,40,20,40,20,Poison,Steel,,,,,
https://cdn.bulbagarden.net/upload/thumb/8/89/299Nosepass.png/250px-299Nosepass.png,299,Nosepass,Rock,$,$,$,Magnetic Field,30,45,135,45,90,30,Fighting,Ground,Steel,Water,Grass,,
https://cdn.bulbagarden.net/upload/thumb/8/8a/300Skitty.png/250px-300Skitty.png,300,Skitty,Normal,$,$,$,Moon Stone,50,45,45,35,35,50,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f4/301Delcatty.png/250px-301Delcatty.png,301,Delcatty,Normal,$,$,$,,70,65,65,55,55,90,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/d/d3/302Sableye.png/250px-302Sableye.png,302,Sableye,Dark,Ghost,Yes,$,,50,75,75,65,65,50,Fairy,,,,,,
https://cdn.bulbagarden.net/upload/thumb/c/c0/303Mawile.png/250px-303Mawile.png,303,Mawile,Steel,Fairy,Yes,$,,50,85,85,55,55,50,Ground,Fire,,,,,
https://cdn.bulbagarden.net/upload/thumb/b/bb/304Aron.png/250px-304Aron.png,304,Aron,Steel,Rock,$,$,32,50,70,100,40,40,30,Fighting,Ground,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/b/bf/305Lairon.png/250px-305Lairon.png,305,Lairon,Steel,Rock,$,$,42,60,90,140,50,50,40,Fighting,Ground,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/6/6d/306Aggron.png/250px-306Aggron.png,306,Aggron,Steel,Rock,Yes,$,,70,110,180,60,60,50,Fighting,Ground,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/7/71/307Meditite.png/250px-307Meditite.png,307,Meditite,Fighting,Psychic,$,$,37,30,40,55,40,55,60,Flying,Ghost,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/0/05/308Medicham.png/250px-308Medicham.png,308,Medicham,Fighting,Psychic,Yes,$,,60,60,75,60,75,80,Flying,Ghost,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/4/47/309Electrike.png/250px-309Electrike.png,309,Electrike,Electric,$,$,$,26,40,45,40,65,40,65,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/b/bb/310Manectric.png/250px-310Manectric.png,310,Manectric,Electric,$,Yes,$,,70,75,60,105,60,105,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/a/a3/311Plusle.png/250px-311Plusle.png,311,Plusle,Electric,$,$,$,,60,50,40,85,75,95,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/e/e7/312Minun.png/250px-312Minun.png,312,Minun,Electric,$,$,$,,60,40,50,75,85,95,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/d/d6/313Volbeat.png/250px-313Volbeat.png,313,Volbeat,Bug,$,$,$,,65,73,75,47,85,85,Flying,Rock,Fire,,,,
https://cdn.bulbagarden.net/upload/thumb/5/55/314Illumise.png/250px-314Illumise.png,314,Illumise,Bug,$,$,$,,65,47,75,73,85,85,Flying,Rock,Fire,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f1/315Roselia.png/250px-315Roselia.png,315,Roselia,Grass,Poison,$,$,Shiny Stone,50,60,45,100,80,65,Flying,Fire,Psychic,Ice,,,
https://cdn.bulbagarden.net/upload/thumb/f/f0/316Gulpin.png/250px-316Gulpin.png,316,Gulpin,Poison,$,$,$,26,70,43,53,43,53,40,Ground,Psychic,,,,,
https://cdn.bulbagarden.net/upload/thumb/a/ad/317Swalot.png/250px-317Swalot.png,317,Swalot,Poison,$,$,$,,100,73,83,73,83,55,Ground,Psychic,,,,,
https://cdn.bulbagarden.net/upload/thumb/9/98/318Carvanha.png/250px-318Carvanha.png,318,Carvanha,Water,Dark,$,$,30,45,90,20,65,20,65,Fighting,Bug,Grass,Electric,Fairy,,
https://cdn.bulbagarden.net/upload/thumb/a/a8/319Sharpedo.png/250px-319Sharpedo.png,319,Sharpedo,Water,Dark,Yes,$,,70,120,40,95,40,95,Fighting,Bug,Grass,Electric,Fairy,,
https://cdn.bulbagarden.net/upload/thumb/7/71/320Wailmer.png/250px-320Wailmer.png,320,Wailmer,Water,$,$,$,40,130,70,35,70,35,60,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/b/b9/321Wailord.png/250px-321Wailord.png,321,Wailord,Water,$,$,$,,170,90,45,90,45,60,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/c/c6/322Numel.png/250px-322Numel.png,322,Numel,Fire,Ground,$,$,33,60,60,40,65,45,35,Ground,Water,,,,,
https://cdn.bulbagarden.net/upload/thumb/7/7d/323Camerupt.png/250px-323Camerupt.png,323,Camerupt,Fire,Ground,Yes,$,,70,100,70,105,75,40,Ground,Water,,,,,
https://cdn.bulbagarden.net/upload/thumb/3/3b/324Torkoal.png/250px-324Torkoal.png,324,Torkoal,Fire,$,$,$,,70,85,140,85,70,20,Ground,Rock,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/9/9e/325Spoink.png/250px-325Spoink.png,325,Spoink,Psychic,$,$,$,32,60,25,35,70,80,60,Bug,Ghost,Dark,,,,
https://cdn.bulbagarden.net/upload/thumb/5/54/326Grumpig.png/250px-326Grumpig.png,326,Grumpig,Psychic,$,$,$,,80,45,65,90,110,80,Bug,Ghost,Dark,,,,
https://cdn.bulbagarden.net/upload/thumb/8/8f/327Spinda.png/250px-327Spinda.png,327,Spinda,Normal,$,$,$,,60,60,60,60,60,60,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/7/76/328Trapinch.png/250px-328Trapinch.png,328,Trapinch,Ground,$,$,$,35,45,100,45,45,45,10,Water,Grass,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/a/af/329Vibrava.png/250px-329Vibrava.png,329,Vibrava,Ground,Dragon,$,$,45,50,70,50,50,50,70,Ice,Dragon,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f1/330Flygon.png/250px-330Flygon.png,330,Flygon,Ground,Dragon,$,$,,80,100,80,80,80,100,Ice,Dragon,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/1/12/331Cacnea.png/250px-331Cacnea.png,331,Cacnea,Grass,$,$,$,32,50,85,40,85,40,35,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/4/41/332Cacturne.png/250px-332Cacturne.png,332,Cacturne,Grass,Dark,$,$,,70,115,60,115,60,55,Fighting,Flying,Poison,Bug,Fire,Ice,Fairy
https://cdn.bulbagarden.net/upload/thumb/9/99/333Swablu.png/250px-333Swablu.png,333,Swablu,Normal,Flying,$,$,35,45,40,60,40,75,50,Rock,Electric,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/d/da/334Altaria.png/250px-334Altaria.png,334,Altaria,Dragon,Flying,Yes,$,,75,70,90,70,105,80,Rock,Ice,Dragon,Fairy,,,
https://cdn.bulbagarden.net/upload/thumb/d/d3/335Zangoose.png/250px-335Zangoose.png,335,Zangoose,Normal,$,$,$,,75,115,60,60,60,90,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/d/d6/336Seviper.png/250px-336Seviper.png,336,Seviper,Poison,$,$,$,,75,100,60,100,60,65,Ground,Psychic,,,,,
https://cdn.bulbagarden.net/upload/thumb/e/eb/337Lunatone.png/250px-337Lunatone.png,337,Lunatone,Rock,Psychic,$,$,,90,55,65,95,85,70,Bug,Ghost,Steel,Water,Grass,Dark,
https://cdn.bulbagarden.net/upload/thumb/9/90/338Solrock.png/250px-338Solrock.png,338,Solrock,Rock,Psychic,$,$,,90,95,85,55,65,70,Bug,Ghost,Steel,Water,Grass,Dark,
https://cdn.bulbagarden.net/upload/thumb/6/60/339Barboach.png/250px-339Barboach.png,339,Barboach,Water,Ground,$,$,30,50,48,43,46,41,60,Grass,,,,,,
https://cdn.bulbagarden.net/upload/thumb/6/60/340Whiscash.png/250px-340Whiscash.png,340,Whiscash,Water,Ground,$,$,,110,78,73,76,71,60,Grass,,,,,,
https://cdn.bulbagarden.net/upload/thumb/3/3d/341Corphish.png/250px-341Corphish.png,341,Corphish,Water,$,$,$,30,43,80,65,50,35,35,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f4/342Crawdaunt.png/250px-342Crawdaunt.png,342,Crawdaunt,Water,Dark,$,$,,63,120,85,90,55,55,Fighting,Bug,Grass,Electric,Fairy,,
https://cdn.bulbagarden.net/upload/thumb/8/8b/343Baltoy.png/250px-343Baltoy.png,343,Baltoy,Ground,Psychic,$,$,36,40,40,55,40,70,55,Bug,Ghost,Water,Grass,Ice,Dark,
https://cdn.bulbagarden.net/upload/thumb/0/07/344Claydol.png/250px-344Claydol.png,344,Claydol,Ground,Psychic,$,$,,60,70,105,70,120,75,Bug,Ghost,Water,Grass,Ice,Dark,
https://cdn.bulbagarden.net/upload/thumb/3/34/345Lileep.png/250px-345Lileep.png,345,Lileep,Rock,Grass,$,$,40,60,41,77,61,87,23,Fighting,Bug,Steel,Ice,,,
https://cdn.bulbagarden.net/upload/thumb/3/38/346Cradily.png/250px-346Cradily.png,346,Cradily,Rock,Grass,$,$,,86,81,97,81,107,43,Fighting,Bug,Steel,Ice,,,
https://cdn.bulbagarden.net/upload/thumb/4/45/347Anorith.png/250px-347Anorith.png,347,Anorith,Rock,Bug,$,$,40,45,95,50,40,50,75,Rock,Steel,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/1/1d/348Armaldo.png/250px-348Armaldo.png,348,Armaldo,Rock,Bug,$,$,,75,125,100,70,80,45,Rock,Steel,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/4/4b/349Feebas.png/250px-349Feebas.png,349,Feebas,Water,$,$,$,Prism Scale Trade,20,15,20,10,55,80,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/3/36/350Milotic.png/250px-350Milotic.png,350,Milotic,Water,$,$,$,,95,60,79,100,125,81,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f3/351Castform.png/250px-351Castform.png,351,Castform,Normal,$,$,351F / 351W / 351I,,70,70,70,70,70,70,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/5/50/352Kecleon.png/250px-352Kecleon.png,352,Kecleon,Normal,$,$,$,,60,90,70,60,120,40,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/4/4b/353Shuppet.png/250px-353Shuppet.png,353,Shuppet,Ghost,$,$,$,37,45,75,35,63,33,45,Ghost,Dark,,,,,
https://cdn.bulbagarden.net/upload/thumb/0/0a/354Banette.png/250px-354Banette.png,354,Banette,Ghost,$,Yes,$,,64,115,65,83,63,65,Ghost,Dark,,,,,
https://cdn.bulbagarden.net/upload/thumb/e/e2/355Duskull.png/250px-355Duskull.png,355,Duskull,Ghost,$,$,$,37,20,40,90,30,90,25,Ghost,Dark,,,,,
https://cdn.bulbagarden.net/upload/thumb/1/12/356Dusclops.png/250px-356Dusclops.png,356,Dusclops,Ghost,$,$,$,Reaper Cloth Trade,40,70,130,60,130,25,Ghost,Dark,,,,,
https://cdn.bulbagarden.net/upload/thumb/d/dd/357Tropius.png/250px-357Tropius.png,357,Tropius,Grass,Flying,$,$,,99,68,83,72,87,51,Flying,Poison,Rock,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/e/e5/358Chimecho.png/250px-358Chimecho.png,358,Chimecho,Psychic,$,$,$,,75,50,80,95,90,65,Bug,Ghost,Dark,,,,
https://cdn.bulbagarden.net/upload/thumb/0/00/359Absol.png/250px-359Absol.png,359,Absol,Dark,$,Yes,$,,65,130,60,75,60,75,Fighting,Bug,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/d/d0/360Wynaut.png/250px-360Wynaut.png,360,Wynaut,Psychic,$,$,$,15,95,23,48,23,48,23,Bug,Ghost,Dark,,,,
https://cdn.bulbagarden.net/upload/thumb/6/6b/361Snorunt.png/250px-361Snorunt.png,361,Snorunt,Ice,$,$,$,42 / Dawn Stone if Female,50,50,50,50,50,50,Fighting,Rock,Steel,Fire,,,
https://cdn.bulbagarden.net/upload/thumb/6/62/362Glalie.png/250px-362Glalie.png,362,Glalie,Ice,$,Yes,$,,80,80,80,80,80,80,Fighting,Rock,Steel,Fire,,,
https://cdn.bulbagarden.net/upload/thumb/9/9f/363Spheal.png/250px-363Spheal.png,363,Spheal,Ice,Water,$,$,32,70,40,50,55,50,25,Fighting,Rock,Grass,Electric,,,
https://cdn.bulbagarden.net/upload/thumb/f/f6/364Sealeo.png/250px-364Sealeo.png,364,Sealeo,Ice,Water,$,$,44,90,60,70,75,70,45,Fighting,Rock,Grass,Electric,,,
https://cdn.bulbagarden.net/upload/thumb/6/61/365Walrein.png/250px-365Walrein.png,365,Walrein,Ice,Water,$,$,,110,80,90,95,90,65,Fighting,Rock,Grass,Electric,,,
https://cdn.bulbagarden.net/upload/thumb/1/11/366Clamperl.png/250px-366Clamperl.png,366,Clampearl,Water,$,$,$,Deep Sea Tooth Trade / Deep Sea Scale Trade,35,64,85,74,55,32,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/1/11/367Huntail.png/250px-367Huntail.png,367,Huntail,Water,$,$,$,,55,104,105,94,75,52,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/3/37/368Gorebyss.png/250px-368Gorebyss.png,368,Gorebyss,Water,$,$,$,,55,84,105,114,75,52,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/7/78/369Relicanth.png/250px-369Relicanth.png,369,Relicanth,Water,Rock,$,$,,100,90,130,45,65,55,Fighting,Ground,Grass,Electric,,,
https://cdn.bulbagarden.net/upload/thumb/1/1d/370Luvdisc.png/250px-370Luvdisc.png,370,Luvdisc,Water,$,$,$,,43,30,55,40,65,97,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/d/d2/371Bagon.png/250px-371Bagon.png,371,Bagon,Dragon,$,$,$,30,45,75,60,40,30,50,Ice,Dragon,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/a/a5/372Shelgon.png/250px-372Shelgon.png,372,Shelgon,Dragon,$,$,$,50,65,95,100,60,50,50,Ice,Dragon,Fairy,,,,
https://cdn.bulbagarden.net/upload/thumb/4/41/373Salamence.png/250px-373Salamence.png,373,Salamence,Dragon,Flying,Yes,$,,95,135,80,110,80,100,Rock,Ice,Dragon,Fairy,,,
https://cdn.bulbagarden.net/upload/thumb/d/d4/374Beldum.png/250px-374Beldum.png,374,Beldum,Steel,Psychic,$,$,20,40,55,80,35,60,30,Ground,Ghost,Fire,Dark,,,
https://cdn.bulbagarden.net/upload/thumb/6/62/375Metang.png/250px-375Metang.png,375,Metang,Steel,Psychic,$,$,45,60,75,100,55,80,50,Ground,Ghost,Fire,Dark,,,
https://cdn.bulbagarden.net/upload/thumb/0/05/376Metagross.png/250px-376Metagross.png,376,Metagross,Steel,Psychic,Yes,$,,80,135,130,95,90,70,Ground,Ghost,Fire,Dark,,,
https://cdn.bulbagarden.net/upload/thumb/a/aa/377Regirock.png/250px-377Regirock.png,377,Regirock,Rock,$,$,$,,80,100,200,50,100,50,Fighting,Ground,Steel,Water,Grass,,
https://cdn.bulbagarden.net/upload/thumb/f/fe/378Regice.png/250px-378Regice.png,378,Regice,Ice,$,$,$,,80,50,100,100,200,50,Fighting,Rock,Steel,Fire,,,
https://cdn.bulbagarden.net/upload/thumb/2/22/379Registeel.png/250px-379Registeel.png,379,Registeel,Steel,$,$,$,,80,75,150,75,150,50,Fighting,Ground,Fire,,,,
https://cdn.bulbagarden.net/upload/thumb/2/24/380Latias.png/250px-380Latias.png,380,Latias,Dragon,Psychic,Yes,$,,80,80,90,110,130,110,Bug,Ghost,Ice,Dragon,Dark,Fairy,
https://cdn.bulbagarden.net/upload/thumb/5/52/381Latios.png/250px-381Latios.png,381,Latios,Dragon,Psychic,Yes,$,,80,90,80,130,110,110,Bug,Ghost,Ice,Dragon,Dark,Fairy,
https://cdn.bulbagarden.net/upload/thumb/4/41/382Kyogre.png/250px-382Kyogre.png,382,Kyogre,Water,$,Yes,$,,100,100,90,150,140,90,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/7/70/383Groudon.png/250px-383Groudon.png,383,Groudon,Ground,$,Yes,$,,100,150,140,100,90,90,Water,Grass,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/e/e4/384Rayquaza.png/250px-384Rayquaza.png,384,Rayquaza,Dragon,Flying,Yes,$,,105,150,90,150,90,95,Rock,Ice,Dragon,Fairy,,,
https://cdn.bulbagarden.net/upload/thumb/8/85/385Jirachi.png/250px-385Jirachi.png,385,Jirachi,Steel,Psychic,$,$,,100,100,100,100,100,100,Ground,Ghost,Fire,Dark,,,
https://cdn.bulbagarden.net/upload/thumb/e/e7/386Deoxys.png/250px-386Deoxys.png,386,Deoxys,Psychic,$,$,386A / 386D / 386S,,50,150,50,150,50,150,Bug,Ghost,Dark,,,,
https://cdn.bulbagarden.net/upload/thumb/5/5c/387Turtwig.png/250px-387Turtwig.png,387,Turtwig,Grass,$,$,$,18,55,68,64,45,55,31,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/5/53/388Grotle.png/250px-388Grotle.png,388,Grotle,Grass,$,$,$,32,75,89,85,55,65,36,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/d/df/389Torterra.png/250px-389Torterra.png,389,Torterra,Grass,Ground,$,$,,95,109,105,75,85,56,Flying,Bug,Fire,Ice,,,
https://cdn.bulbagarden.net/upload/thumb/7/76/390Chimchar.png/250px-390Chimchar.png,390,Chimchar,Fire,$,$,$,14,44,58,44,58,44,61,Ground,Rock,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/2/2e/391Monferno.png/250px-391Monferno.png,391,Monferno,Fire,Fighting,$,$,36,64,78,52,78,52,81,Flying,Ground,Water,Psychic,,,
https://cdn.bulbagarden.net/upload/thumb/f/fb/392Infernape.png/250px-392Infernape.png,392,Infernape,Fire,Fighting,$,$,,76,104,71,104,71,108,Flying,Ground,Water,Psychic,,,
https://cdn.bulbagarden.net/upload/thumb/b/b1/393Piplup.png/250px-393Piplup.png,393,Piplup,Water,$,$,$,16,53,51,53,61,56,40,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/d/df/394Prinplup.png/250px-394Prinplup.png,394,Prinplup,Water,$,$,$,36,64,66,68,81,76,50,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/7/7f/395Empoleon.png/250px-395Empoleon.png,395,Empoleon,Water,Steel,$,$,,84,86,88,111,101,60,Fighting,Ground,Electric,,,,
https://cdn.bulbagarden.net/upload/thumb/a/af/396Starly.png/250px-396Starly.png,396,Starly,Normal,Flying,$,$,14,40,55,30,30,30,60,Rock,Electric,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f8/397Staravia.png/250px-397Staravia.png,397,Staravia,Normal,Flying,$,$,34,55,75,50,40,40,80,Rock,Electric,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/5/5e/398Staraptor.png/250px-398Staraptor.png,398,Staraptor,Normal,Flying,$,$,,85,120,70,50,60,100,Rock,Electric,Ice,,,,
https://cdn.bulbagarden.net/upload/thumb/f/f5/399Bidoof.png/250px-399Bidoof.png,399,Bidoof,Normal,$,$,$,15,59,45,40,35,40,31,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/9/91/400Bibarel.png/250px-400Bibarel.png,400,Bibarel,Normal,Water,$,$,,79,85,60,55,60,71,Fighting,Grass,Electric,,,,
https://cdn.bulbagarden.net/upload/thumb/3/33/401Kricketot.png/250px-401Kricketot.png,401,Kricketot,Bug,$,$,$,10,37,25,41,25,41,25,Flying,Rock,Fire,,,,
https://cdn.bulbagarden.net/upload/thumb/e/e5/402Kricketune.png/250px-402Kricketune.png,402,Kriketune,Bug,$,$,$,,77,85,51,55,51,65,Flying,Rock,Fire,,,,
https://cdn.bulbagarden.net/upload/thumb/3/32/403Shinx.png/250px-403Shinx.png,403,Shinx,Electric,$,$,$,15,45,65,34,40,34,45,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/4/49/404Luxio.png/250px-404Luxio.png,404,Luxio,Electric,$,$,$,30,60,85,49,60,49,60,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/a/a7/405Luxray.png/250px-405Luxray.png,405,Luxray,Electric,$,$,$,,80,120,79,95,79,70,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/d/d3/406Budew.png/250px-406Budew.png,406,Budew,Grass,Poison,$,$,Friendship During the Day,40,30,35,50,70,55,Flying,Fire,Psychic,Ice,,,
https://cdn.bulbagarden.net/upload/thumb/0/05/407Roserade.png/250px-407Roserade.png,407,Roserade,Grass,Poison,$,$,,60,70,65,125,105,90,Flying,Fire,Psychic,Ice,,,
https://cdn.bulbagarden.net/upload/thumb/c/cd/408Cranidos.png/250px-408Cranidos.png,408,Cranidos,Rock,$,$,$,30,27,125,40,30,30,58,Flying,Ground,Steel,Water,Grass,,
https://cdn.bulbagarden.net/upload/thumb/8/8a/409Rampardos.png/250px-409Rampardos.png,409,Rampardos,Rock,$,$,$,,97,165,60,65,50,58,Flying,Ground,Steel,Water,Grass,,
https://cdn.bulbagarden.net/upload/thumb/e/e2/410Shieldon.png/250px-410Shieldon.png,410,Shieldon,Rock,Steel,$,$,30,30,42,118,42,88,30,Fighting,Ground,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/b/bc/411Bastiodon.png/250px-411Bastiodon.png,411,Bastiodon,Rock,Steel,$,$,,60,52,168,47,138,30,Fighting,Ground,Water,,,,
https://cdn.bulbagarden.net/upload/thumb/c/c9/412Burmy-Plant.png/250px-412Burmy-Plant.png,412,Burmy,Bug,$,$,$,20,40,29,45,29,45,36,Flying,Rock,Fire,,,,
https://cdn.bulbagarden.net/upload/thumb/d/db/413Wormadam-Plant.png/250px-413Wormadam-Plant.png,413,Wormadam,Bug,Grass,$,413P / 413S / 413T,,60,59,85,79,105,36,Flying,Poison,Rock,Bug,Fire,Ice,
https://cdn.bulbagarden.net/upload/thumb/1/18/414Mothim.png/250px-414Mothim.png,414,Mothim,Bug,Flying,$,$,,70,94,50,94,50,66,Flying,Rock,Fire,Electric,Ice,,
https://cdn.bulbagarden.net/upload/thumb/b/b6/415Combee.png/250px-415Combee.png,415,Combee,Bug,Flying,$,$,21 If Female,30,30,42,30,42,70,Flying,Rock,Fire,Electric,Ice,,
https://cdn.bulbagarden.net/upload/thumb/2/2c/416Vespiquen.png/250px-416Vespiquen.png,416,Vespiquen,Bug,Flying,$,$,,70,80,102,80,102,40,Flying,Rock,Fire,Electric,Ice,,
https://cdn.bulbagarden.net/upload/thumb/f/f4/417Pachirisu.png/250px-417Pachirisu.png,417,Pachirisu,Electric,$,$,$,,60,45,70,45,90,95,Ground,,,,,,
https://cdn.bulbagarden.net/upload/thumb/8/83/418Buizel.png/250px-418Buizel.png,418,Buizel,Water,$,$,$,26,55,65,35,60,30,85,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/b/bf/419Floatzel.png/250px-419Floatzel.png,419,Floatzel,Water,$,$,$,,85,105,55,85,50,115,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/a/a7/420Cherubi.png/250px-420Cherubi.png,420,Cherubi,Grass,$,$,$,25,45,35,45,62,53,35,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/2/25/421Cherrim-Overcast.png/250px-421Cherrim-Overcast.png,421,Cherrim,Grass,$,$,$,,70,60,70,87,78,85,Flying,Poison,Bug,Fire,Ice,,
https://cdn.bulbagarden.net/upload/thumb/7/72/422Shellos.png/250px-422Shellos.png,422,Shellos,Water,$,$,$,30,76,48,48,57,62,34,Grass,Electric,,,,,
https://cdn.bulbagarden.net/upload/thumb/1/18/423Gastrodon.png/250px-423Gastrodon.png,423,Gastrodon,Water,Ground,$,$,,111,83,68,92,82,39,Grass,,,,,,
https://cdn.bulbagarden.net/upload/thumb/8/86/424Ambipom.png/250px-424Ambipom.png,424,Ambipom,Normal,$,$,$,,75,100,66,60,66,115,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/e/eb/425Drifloon.png/250px-425Drifloon.png,425,Drifloon,Ghost,Flying,$,$,28,90,50,34,60,44,70,Rock,Ghost,Electric,Ice,Dark,,
https://cdn.bulbagarden.net/upload/thumb/7/71/426Drifblim.png/250px-426Drifblim.png,426,Drifblim,Ghost,Flying,$,$,,150,80,44,90,54,80,Rock,Ghost,Electric,Ice,Dark,,
https://cdn.bulbagarden.net/upload/thumb/a/a7/427Buneary.png/250px-427Buneary.png,427,Buneary,Normal,$,$,$,Friendship,55,66,44,44,56,85,Fighting,,,,,,
https://cdn.bulbagarden.net/upload/thumb/c/c9/428Lopunny.png/250px-428Lopunny.png,428,Lopunny,Normal,$,Yes,$,,65,76,84,54,96,105,Fighting,,,,,,
